Country,1990,1990_lower, 1990_upper, 1990_Footnote, 1991,1991_lower, 1991_upper, 1991_Footnote, 1992,1992_lower, 1992_upper, 1992_Footnote, 1993,1993_lower, 1993_upper, 1993_Footnote, 1994,1994_lower, 1994_upper, 1994_Footnote, 1995,1995_lower, 1995_upper, 1995_Footnote, 1996,1996_lower, 1996_upper, 1996_Footnote, 1997,1997_lower, 1997_upper, 1997_Footnote, 1998,1998_lower, 1998_upper, 1998_Footnote, 1999,1999_lower, 1999_upper, 1999_Footnote, 2000,2000_lower, 2000_upper, 2000_Footnote, 2001,2001_lower, 2001_upper, 2001_Footnote, 2002,2002_lower, 2002_upper, 2002_Footnote, 2003,2003_lower, 2003_upper, 2003_Footnote, 2004,2004_lower, 2004_upper, 2004_Footnote, 2005,2005_lower, 2005_upper, 2005_Footnote, 2006,2006_lower, 2006_upper, 2006_Footnote, 2007,2007_lower, 2007_upper, 2007_Footnote, 2008,2008_lower, 2008_upper, 2008_Footnote, 2009,2009_lower, 2009_upper, 2009_Footnote, 2010,2010_lower, 2010_upper, 2010_Footnote, 2011,2011_lower, 2011_upper, 2011_Footnote, 2012,2012_lower, 2012_upper, 2012_Footnote, 2013,2013_lower, 2013_upper, 2013_Footnote, 2014,2014_lower, 2014_upper, 2014_Footnote, 2015,2015_lower, 2015_upper, 2015_Footnote, 2016,2016_lower, 2016_upper, 2016_Footnote
Ethiopia,8900 ,5300 , 14 000,,13 000 ,7700 , 20 000,,17 000 ,11 000 , 26 000,,23 000 ,15 000 , 34 000,,30 000 ,20 000 , 43 000,,37 000 ,25 000 , 53 000,,45 000 ,31 000 , 63 000,,53 000 ,38 000 , 72 000,,62 000 ,44 000 , 81 000,,69 000 ,51 000 , 88 000,,76 000 ,57 000 , 94 000,,81 000 ,62 000 , 99 000,,84 000 ,67 000 , 100 000,,87 000 ,70 000 , 100 000,,87 000 ,72 000 , 100 000,,85 000 ,71 000 , 100 000,,79 000 ,66 000 , 93 000,,69 000 ,57 000 , 82 000,,57 000 ,44 000 , 70 000,,47 000 ,35 000 , 61 000,,39 000 ,25 000 , 52 000,,32 000 ,19 000 , 45 000,,26 000 ,16 000 , 39 000,,25 000 ,15 000 , 38 000,,24 000 ,15 000 , 37 000,,22 000 ,14 000 , 34 000,,20 000 ,13 000 , 31 000,
Fiji,<100 ,<100 , <100,"Historical incidence trends were not available or not reliable. Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Historical incidence trends were not available or not reliable. Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Historical incidence trends were not available or not reliable. Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Historical incidence trends were not available or not reliable. Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Historical incidence trends were not available or not reliable. Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Historical incidence trends were not available or not reliable. Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Historical incidence trends were not available or not reliable. Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Historical incidence trends were not available or not reliable. Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Historical incidence trends were not available or not reliable. Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Historical incidence trends were not available or not reliable. Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Historical incidence trends were not available or not reliable. Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Historical incidence trends were not available or not reliable. Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Historical incidence trends were not available or not reliable. Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Historical incidence trends were not available or not reliable. Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Historical incidence trends were not available or not reliable. Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Historical incidence trends were not available or not reliable. Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Historical incidence trends were not available or not reliable. Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Historical incidence trends were not available or not reliable. Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Historical incidence trends were not available or not reliable. Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Historical incidence trends were not available or not reliable. Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Historical incidence trends were not available or not reliable. Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Historical incidence trends were not available or not reliable. Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Historical incidence trends were not available or not reliable. Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Historical incidence trends were not available or not reliable. Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Historical incidence trends were not available or not reliable. Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Historical incidence trends were not available or not reliable. Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Historical incidence trends were not available or not reliable. Estimates for children are not published because of small numbers."
Finland,... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication."
France,3400 ,2600 , 4100,"Historical incidence trends were not available or not reliable before 2000.",4100 ,3300 , 4700,"Historical incidence trends were not available or not reliable before 2000.",4700 ,4000 , 5200,"Historical incidence trends were not available or not reliable before 2000.",5200 ,4600 , 5600,"Historical incidence trends were not available or not reliable before 2000.",5500 ,5100 , 5900,"Historical incidence trends were not available or not reliable before 2000.",5800 ,5500 , 6100,"Historical incidence trends were not available or not reliable before 2000.",3700 ,3400 , 4000,"Historical incidence trends were not available or not reliable before 2000.",3100 ,2800 , 3300,"Historical incidence trends were not available or not reliable before 2000.",2400 ,2200 , 2600,"Historical incidence trends were not available or not reliable before 2000.",1700 ,1500 , 1800,"Historical incidence trends were not available or not reliable before 2000.",1500 ,1300 , 1600,"Historical incidence trends were not available or not reliable before 2000.",1200 ,1000 , 1300,"Historical incidence trends were not available or not reliable before 2000.",1200 ,1000 , 1300,"Historical incidence trends were not available or not reliable before 2000.",1100 ,<1000 , 1300,"Historical incidence trends were not available or not reliable before 2000.",1100 ,<1000 , 1200,"Historical incidence trends were not available or not reliable before 2000.",<1000 ,<1000 , 1100,"Historical incidence trends were not available or not reliable before 2000.",<1000 ,<1000 , 1100,"Historical incidence trends were not available or not reliable before 2000.",<1000 ,<1000 , <1000,"Historical incidence trends were not available or not reliable before 2000.",<1000 ,<1000 , <1000,"Historical incidence trends were not available or not reliable before 2000.",<1000 ,<1000 , <1000,"Historical incidence trends were not available or not reliable before 2000.",<1000 ,<1000 , <1000,"Historical incidence trends were not available or not reliable before 2000.",<1000 ,<1000 , <1000,"Historical incidence trends were not available or not reliable before 2000.",<1000 ,<1000 , <1000,"Historical incidence trends were not available or not reliable before 2000.",<1000 ,<1000 , <1000,"Historical incidence trends were not available or not reliable before 2000.",<1000 ,<1000 , <1000,"Historical incidence trends were not available or not reliable before 2000.",<1000 ,<1000 , <1000,"Historical incidence trends were not available or not reliable before 2000.",<1000 ,<1000 , <1000,"Historical incidence trends were not available or not reliable before 2000."
Gabon,<200 ,<200 , <500,,<500 ,<200 , <500,,<500 ,<500 , <1000,,<500 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<1000 , 1100,,1000 ,<1000 , 1400,,1300 ,<1000 , 1800,,1600 ,1100 , 2200,,1900 ,1400 , 2600,,2300 ,1600 , 3000,,2600 ,1900 , 3400,,2900 ,2100 , 3700,,3100 ,2300 , 4000,,3300 ,2500 , 4200,,3200 ,2400 , 4100,,2900 ,2200 , 3800,,3000 ,2300 , 3800,,3100 ,2400 , 3900,,3100 ,2500 , 3900,,2900 ,2300 , 3700,,2900 ,2300 , 3600,,2600 ,2100 , 3200,,2200 ,1600 , 2700,,1800 ,1300 , 2300,,1700 ,1100 , 2300,,1500 ,1000 , 2000,
Gambia,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <200,,<200 ,<100 , <200,,<200 ,<100 , <500,,<200 ,<200 , <500,,<500 ,<200 , <500,,<500 ,<500 , <500,,<500 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<1000 , <1000,,<1000 ,<1000 , 1100,,<1000 ,<1000 , 1100,,<1000 ,<1000 , 1300,,1100 ,<1000 , 1400,,1100 ,<1000 , 1400,,1100 ,<1000 , 1400,,1000 ,<1000 , 1300,,<1000 ,<1000 , 1200,,<1000 ,<1000 , 1200,,1000 ,<1000 , 1300,,1100 ,<1000 , 1300,,1100 ,<1000 , 1400,
Georgia,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <200,,<100 ,<100 , <200,,<100 ,<100 , <200,,<200 ,<100 , <200,,<200 ,<100 , <200,,<200 ,<200 , <500,,<200 ,<200 , <500,,<200 ,<200 , <500,,<200 ,<200 , <500,,<200 ,<200 , <500,,<200 ,<200 , <500,,<200 ,<200 , <500,,<500 ,<200 , <500,,<500 ,<200 , <500,,<500 ,<200 , <500,,<500 ,<200 , <500,,<500 ,<200 , <500,,<500 ,<200 , <500,,<500 ,<200 , <500,
Germany,... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication."
Ghana,2000 ,<1000 , 4200,,3200 ,1500 , 6200,,4800 ,2500 , 8700,,6900 ,3800 , 12 000,,9500 ,5500 , 16 000,,13 000 ,7600 , 20 000,,16 000 ,10 000 , 24 000,,19 000 ,13 000 , 28 000,,23 000 ,16 000 , 31 000,,26 000 ,19 000 , 34 000,,29 000 ,22 000 , 37 000,,31 000 ,24 000 , 39 000,,33 000 ,26 000 , 40 000,,34 000 ,28 000 , 40 000,,35 000 ,29 000 , 41 000,,34 000 ,29 000 , 40 000,,33 000 ,29 000 , 39 000,,32 000 ,27 000 , 37 000,,30 000 ,25 000 , 35 000,,27 000 ,22 000 , 32 000,,25 000 ,20 000 , 30 000,,22 000 ,18 000 , 28 000,,19 000 ,14 000 , 24 000,,18 000 ,13 000 , 23 000,,17 000 ,13 000 , 22 000,,16 000 ,12 000 , 21 000,,15 000 ,11 000 , 20 000,
Greece,... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication."
Guatemala,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <200,,<100 ,<100 , <200,,<200 ,<100 , <500,,<200 ,<100 , <500,,<500 ,<200 , <500,,<500 ,<200 , <1000,,<500 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<500 , 1000,,<1000 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<500 , 1100,,<1000 ,<500 , 1100,,<1000 ,<500 , 1000,,<1000 ,<500 , 1100,,<1000 ,<500 , 1000,,<1000 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<500 , 1300,,1000 ,<500 , 1800,,1300 ,<1000 , 2200,,1600 ,<1000 , 2800,
Guinea,<1000 ,<500 , 2300,,1200 ,<500 , 2900,,1600 ,<1000 , 3700,,2100 ,<1000 , 4500,,2600 ,1100 , 5400,,3200 ,1400 , 6300,,3800 ,1800 , 7000,,4400 ,2200 , 7500,,4900 ,2600 , 8100,,5400 ,3100 , 8500,,5800 ,3600 , 8700,,6200 ,4100 , 8800,,6500 ,4500 , 8900,,6700 ,4900 , 8800,,6900 ,5300 , 8600,,7000 ,5600 , 8500,,6900 ,5600 , 8100,,6400 ,5300 , 7400,,6400 ,5300 , 7500,,5900 ,4900 , 6900,,5200 ,4300 , 6300,,5000 ,4100 , 6100,,5000 ,4100 , 6200,,4700 ,3800 , 5900,,5300 ,4200 , 6500,,5600 ,4500 , 6800,,5800 ,4600 , 7100,
Guinea-Bissau,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <200,,<200 ,<100 , <200,,<200 ,<100 , <500,,<500 ,<200 , <500,,<500 ,<200 , <500,,<500 ,<500 , <1000,,<500 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<1000 , 1200,,1000 ,<1000 , 1400,,1200 ,<1000 , 1700,,1500 ,1000 , 2000,,1700 ,1200 , 2300,,2000 ,1400 , 2500,,2100 ,1600 , 2700,,2200 ,1700 , 2800,,2200 ,1700 , 2800,,2300 ,1800 , 2900,,2400 ,1800 , 2900,,2300 ,1800 , 2800,,2100 ,1700 , 2600,,2200 ,1700 , 2700,,2200 ,1700 , 2700,,2000 ,1600 , 2500,
Guyana,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <200,,<200 ,<100 , <200,,<200 ,<100 , <200,,<200 ,<200 , <500,,<200 ,<200 , <500,,<200 ,<200 , <500,,<200 ,<200 , <200,,<200 ,<100 , <200,,<100 ,<100 , <200,,<100 ,<100 , <200,,<100 ,<100 , <200,,<100 ,<100 , <200,,<200 ,<100 , <200,,<200 ,<100 , <200,,<200 ,<100 , <200,,<200 ,<100 , <200,,<200 ,<100 , <200,,<200 ,<100 , <200,
Haiti,4500 ,2900 , 6400,,5700 ,3800 , 8000,,6900 ,4700 , 9600,,8100 ,5800 , 11 000,,9300 ,6700 , 12 000,,10 000 ,7600 , 13 000,,11 000 ,8400 , 14 000,,12 000 ,9100 , 14 000,,12 000 ,9700 , 15 000,,12 000 ,10 000 , 15 000,,12 000 ,10 000 , 14 000,,12 000 ,10 000 , 14 000,,12 000 ,10 000 , 14 000,,12 000 ,9900 , 14 000,,11 000 ,9700 , 13 000,,11 000 ,9300 , 12 000,,9800 ,8500 , 11 000,,8400 ,7200 , 9900,,7400 ,6200 , 8900,,6500 ,5400 , 8000,,6100 ,4900 , 7600,,6400 ,5100 , 8000,,6200 ,5000 , 7900,,5700 ,4600 , 7300,,5100 ,4000 , 6700,,4800 ,3700 , 6400,,4600 ,3500 , 6100,
