Country,1990,1990_lower, 1990_upper, 1990_Footnote, 1991,1991_lower, 1991_upper, 1991_Footnote, 1992,1992_lower, 1992_upper, 1992_Footnote, 1993,1993_lower, 1993_upper, 1993_Footnote, 1994,1994_lower, 1994_upper, 1994_Footnote, 1995,1995_lower, 1995_upper, 1995_Footnote, 1996,1996_lower, 1996_upper, 1996_Footnote, 1997,1997_lower, 1997_upper, 1997_Footnote, 1998,1998_lower, 1998_upper, 1998_Footnote, 1999,1999_lower, 1999_upper, 1999_Footnote, 2000,2000_lower, 2000_upper, 2000_Footnote, 2001,2001_lower, 2001_upper, 2001_Footnote, 2002,2002_lower, 2002_upper, 2002_Footnote, 2003,2003_lower, 2003_upper, 2003_Footnote, 2004,2004_lower, 2004_upper, 2004_Footnote, 2005,2005_lower, 2005_upper, 2005_Footnote, 2006,2006_lower, 2006_upper, 2006_Footnote, 2007,2007_lower, 2007_upper, 2007_Footnote, 2008,2008_lower, 2008_upper, 2008_Footnote, 2009,2009_lower, 2009_upper, 2009_Footnote, 2010,2010_lower, 2010_upper, 2010_Footnote, 2011,2011_lower, 2011_upper, 2011_Footnote, 2012,2012_lower, 2012_upper, 2012_Footnote, 2013,2013_lower, 2013_upper, 2013_Footnote, 2014,2014_lower, 2014_upper, 2014_Footnote, 2015,2015_lower, 2015_upper, 2015_Footnote, 2016,2016_lower, 2016_upper, 2016_Footnote
Ethiopia,99 000 ,74 000 , 130 000,,120 000 ,91 000 , 160 000,,140 000 ,110 000 , 170 000,,150 000 ,120 000 , 190 000,,160 000 ,130 000 , 190 000,,160 000 ,130 000 , 190 000,,150 000 ,130 000 , 180 000,,140 000 ,110 000 , 160 000,,120 000 ,100 000 , 140 000,,100 000 ,86 000 , 120 000,,85 000 ,72 000 , 100 000,,67 000 ,56 000 , 81 000,,54 000 ,44 000 , 66 000,,44 000 ,35 000 , 55 000,,35 000 ,27 000 , 45 000,,30 000 ,23 000 , 39 000,,26 000 ,19 000 , 34 000,,24 000 ,17 000 , 32 000,,22 000 ,15 000 , 30 000,,22 000 ,15 000 , 30 000,,23 000 ,16 000 , 31 000,,24 000 ,16 000 , 33 000,,25 000 ,16 000 , 34 000,,27 000 ,17 000 , 37 000,,28 000 ,18 000 , 38 000,,30 000 ,19 000 , 41 000,,30 000 ,19 000 , 41 000,
Fiji,... ,... , ...,"Historical incidence trends were not available or not reliable. Estimates for children are not published because of small numbers.",... ,... , ...,"Historical incidence trends were not available or not reliable. Estimates for children are not published because of small numbers.",... ,... , ...,"Historical incidence trends were not available or not reliable. Estimates for children are not published because of small numbers.",... ,... , ...,"Historical incidence trends were not available or not reliable. Estimates for children are not published because of small numbers.",... ,... , ...,"Historical incidence trends were not available or not reliable. Estimates for children are not published because of small numbers.",... ,... , ...,"Historical incidence trends were not available or not reliable. Estimates for children are not published because of small numbers.",... ,... , ...,"Historical incidence trends were not available or not reliable. Estimates for children are not published because of small numbers.",... ,... , ...,"Historical incidence trends were not available or not reliable. Estimates for children are not published because of small numbers.",... ,... , ...,"Historical incidence trends were not available or not reliable. Estimates for children are not published because of small numbers.",... ,... , ...,"Historical incidence trends were not available or not reliable. Estimates for children are not published because of small numbers.",... ,... , ...,"Historical incidence trends were not available or not reliable. Estimates for children are not published because of small numbers.",... ,... , ...,"Historical incidence trends were not available or not reliable. Estimates for children are not published because of small numbers.",... ,... , ...,"Historical incidence trends were not available or not reliable. Estimates for children are not published because of small numbers.",... ,... , ...,"Historical incidence trends were not available or not reliable. Estimates for children are not published because of small numbers.",... ,... , ...,"Historical incidence trends were not available or not reliable. Estimates for children are not published because of small numbers.",... ,... , ...,"Historical incidence trends were not available or not reliable. Estimates for children are not published because of small numbers.",... ,... , ...,"Historical incidence trends were not available or not reliable. Estimates for children are not published because of small numbers.",... ,... , ...,"Historical incidence trends were not available or not reliable. Estimates for children are not published because of small numbers.",... ,... , ...,"Historical incidence trends were not available or not reliable. Estimates for children are not published because of small numbers.",... ,... , ...,"Historical incidence trends were not available or not reliable. Estimates for children are not published because of small numbers.",... ,... , ...,"Historical incidence trends were not available or not reliable. Estimates for children are not published because of small numbers.",... ,... , ...,"Historical incidence trends were not available or not reliable. Estimates for children are not published because of small numbers.",... ,... , ...,"Historical incidence trends were not available or not reliable. Estimates for children are not published because of small numbers.",... ,... , ...,"Historical incidence trends were not available or not reliable. Estimates for children are not published because of small numbers.",... ,... , ...,"Historical incidence trends were not available or not reliable. Estimates for children are not published because of small numbers.",... ,... , ...,"Historical incidence trends were not available or not reliable. Estimates for children are not published because of small numbers.",<200 ,<100 , <200,"Historical incidence trends were not available or not reliable. Estimates for children are not published because of small numbers."
Finland,... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication."
France,... ,... , ...,"Historical incidence trends were not available or not reliable before 2000.",... ,... , ...,"Historical incidence trends were not available or not reliable before 2000.",... ,... , ...,"Historical incidence trends were not available or not reliable before 2000.",... ,... , ...,"Historical incidence trends were not available or not reliable before 2000.",... ,... , ...,"Historical incidence trends were not available or not reliable before 2000.",... ,... , ...,"Historical incidence trends were not available or not reliable before 2000.",... ,... , ...,"Historical incidence trends were not available or not reliable before 2000.",... ,... , ...,"Historical incidence trends were not available or not reliable before 2000.",... ,... , ...,"Historical incidence trends were not available or not reliable before 2000.",... ,... , ...,"Historical incidence trends were not available or not reliable before 2000.",6200 ,5500 , 7100,"Historical incidence trends were not available or not reliable before 2000.",6200 ,5600 , 7100,"Historical incidence trends were not available or not reliable before 2000.",6200 ,5600 , 7000,"Historical incidence trends were not available or not reliable before 2000.",6200 ,5600 , 7000,"Historical incidence trends were not available or not reliable before 2000.",6200 ,5600 , 7000,"Historical incidence trends were not available or not reliable before 2000.",6200 ,5600 , 7000,"Historical incidence trends were not available or not reliable before 2000.",6200 ,5600 , 6900,"Historical incidence trends were not available or not reliable before 2000.",6200 ,5600 , 6900,"Historical incidence trends were not available or not reliable before 2000.",6200 ,5600 , 6900,"Historical incidence trends were not available or not reliable before 2000.",6200 ,5600 , 6800,"Historical incidence trends were not available or not reliable before 2000.",6200 ,5600 , 6800,"Historical incidence trends were not available or not reliable before 2000.",6100 ,5600 , 6800,"Historical incidence trends were not available or not reliable before 2000.",6100 ,5600 , 6700,"Historical incidence trends were not available or not reliable before 2000.",6100 ,5600 , 6700,"Historical incidence trends were not available or not reliable before 2000.",6100 ,5600 , 6700,"Historical incidence trends were not available or not reliable before 2000.",6100 ,5600 , 6600,"Historical incidence trends were not available or not reliable before 2000.",6000 ,5600 , 6600,"Historical incidence trends were not available or not reliable before 2000."
Gabon,2000 ,1500 , 2700,,2600 ,2000 , 3500,,3300 ,2600 , 4400,,4100 ,3200 , 5400,,4900 ,3800 , 6400,,5600 ,4400 , 7300,,6100 ,4800 , 7900,,6400 ,5000 , 8200,,6500 ,5100 , 8200,,6300 ,5100 , 8000,,6100 ,4900 , 7700,,5400 ,4400 , 6900,,4900 ,3900 , 6200,,4400 ,3500 , 5500,,4000 ,3100 , 4800,,3600 ,2800 , 4300,,3100 ,2400 , 3700,,2800 ,2100 , 3400,,2700 ,1900 , 3400,,2500 ,1600 , 3200,,2500 ,1400 , 3300,,2500 ,1300 , 3400,,2400 ,1200 , 3500,,2300 ,1100 , 3400,,2100 ,<1000 , 3200,,2000 ,<1000 , 3200,,1700 ,<1000 , 2900,
Gambia,<200 ,<200 , <500,,<500 ,<200 , <500,,<500 ,<500 , <500,,<500 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<1000 , 1200,,1100 ,<1000 , 1500,,1300 ,1000 , 1800,,1600 ,1200 , 2000,,1800 ,1400 , 2200,,2000 ,1500 , 2500,,2100 ,1600 , 2600,,2200 ,1700 , 2600,,2200 ,1800 , 2700,,2200 ,1800 , 2700,,2200 ,1800 , 2600,,2100 ,1700 , 2500,,2000 ,1600 , 2400,,1900 ,1500 , 2300,,1800 ,1400 , 2200,,1600 ,1300 , 2000,,1500 ,1200 , 1900,,1400 ,1100 , 1800,,1400 ,1100 , 1800,,1400 ,1000 , 1700,,1300 ,<1000 , 1700,,1300 ,<1000 , 1700,
Georgia,<500 ,<500 , <500,,<500 ,<200 , <500,,<500 ,<200 , <500,,<200 ,<200 , <500,,<200 ,<200 , <500,,<500 ,<200 , <500,,<500 ,<200 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <1000,,<500 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<1000 , <1000,,<1000 ,<1000 , <1000,,<1000 ,<1000 , 1100,,<1000 ,<1000 , 1200,,<1000 ,<1000 , 1200,,<1000 ,<1000 , 1400,,1100 ,<1000 , 1400,,1100 ,<1000 , 1500,,1200 ,<1000 , 1500,,1100 ,<1000 , 1500,,1100 ,<1000 , 1500,,1100 ,<1000 , 1500,,1100 ,<1000 , 1500,
Germany,... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication."
Ghana,40 000 ,24 000 , 60 000,,51 000 ,34 000 , 71 000,,60 000 ,44 000 , 77 000,,67 000 ,52 000 , 82 000,,68 000 ,55 000 , 85 000,,63 000 ,50 000 , 78 000,,56 000 ,43 000 , 69 000,,47 000 ,37 000 , 59 000,,41 000 ,32 000 , 50 000,,35 000 ,28 000 , 43 000,,30 000 ,24 000 , 36 000,,26 000 ,22 000 , 31 000,,23 000 ,20 000 , 28 000,,21 000 ,18 000 , 26 000,,19 000 ,16 000 , 23 000,,18 000 ,15 000 , 22 000,,17 000 ,14 000 , 20 000,,16 000 ,13 000 , 19 000,,16 000 ,13 000 , 19 000,,16 000 ,13 000 , 20 000,,17 000 ,14 000 , 21 000,,17 000 ,13 000 , 20 000,,17 000 ,13 000 , 21 000,,18 000 ,14 000 , 23 000,,19 000 ,14 000 , 24 000,,20 000 ,15 000 , 26 000,,20 000 ,15 000 , 27 000,
Greece,... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication."
Guatemala,<200 ,<100 , <500,,<500 ,<200 , <1000,,<500 ,<200 , <1000,,<1000 ,<500 , 1000,,<1000 ,<500 , 1300,,<1000 ,<500 , 1800,,1400 ,<1000 , 2700,,1900 ,<1000 , 3300,,2400 ,1300 , 4300,,3000 ,1600 , 5100,,3200 ,1700 , 5100,,3400 ,2000 , 5300,,3800 ,2200 , 5700,,3900 ,2300 , 5800,,4000 ,2300 , 6100,,3400 ,1900 , 5300,,3100 ,1800 , 5200,,2900 ,1700 , 4800,,2600 ,1500 , 4300,,2600 ,1500 , 4400,,2300 ,1100 , 4200,,2500 ,1200 , 4400,,2600 ,1300 , 4500,,2600 ,1300 , 4400,,2700 ,1300 , 4600,,2800 ,1400 , 4800,,2900 ,1400 , 5200,
Guinea,7900 ,3700 , 15 000,,9100 ,4700 , 16 000,,10 000 ,5900 , 17 000,,11 000 ,6900 , 18 000,,12 000 ,7800 , 17 000,,12 000 ,8300 , 16 000,,11 000 ,8600 , 16 000,,10 000 ,7900 , 13 000,,9500 ,7500 , 12 000,,9400 ,7300 , 11 000,,9400 ,7400 , 11 000,,9200 ,7400 , 11 000,,9300 ,7600 , 11 000,,9800 ,8000 , 12 000,,9900 ,8300 , 12 000,,9900 ,8500 , 12 000,,9900 ,8400 , 12 000,,9600 ,8100 , 11 000,,9500 ,7900 , 11 000,,9300 ,7500 , 11 000,,8900 ,7200 , 11 000,,8700 ,6800 , 11 000,,8600 ,6700 , 11 000,,7700 ,5900 , 9900,,8000 ,6100 , 10 000,,8700 ,6700 , 11 000,,8300 ,6200 , 11 000,
Guinea-Bissau,<500 ,<500 , <1000,,<500 ,<500 , <1000,,<1000 ,<500 , 1000,,<1000 ,<1000 , 1400,,1200 ,<1000 , 1900,,1600 ,1100 , 2400,,2100 ,1400 , 3000,,2700 ,1900 , 3600,,3300 ,2400 , 4200,,3900 ,2900 , 4900,,4500 ,3500 , 5500,,4900 ,4000 , 6100,,5200 ,4300 , 6300,,5400 ,4500 , 6600,,5300 ,4400 , 6500,,5100 ,4200 , 6300,,4600 ,3700 , 5700,,4100 ,3300 , 5100,,3600 ,2900 , 4500,,3000 ,2400 , 3800,,2600 ,1900 , 3300,,2200 ,1500 , 2900,,1900 ,1200 , 2700,,1600 ,<1000 , 2200,,1600 ,<1000 , 2200,,1500 ,<1000 , 2200,,1300 ,<1000 , 1900,
Guyana,<100 ,<100 , <200,,<200 ,<100 , <200,,<200 ,<200 , <200,,<200 ,<200 , <500,,<500 ,<200 , <500,,<500 ,<500 , <500,,<500 ,<500 , <1000,,<500 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<1000 , <1000,,<1000 ,<1000 , <1000,,<1000 ,<1000 , <1000,,<1000 ,<1000 , <1000,,<1000 ,<1000 , <1000,,<1000 ,<1000 , <1000,,<1000 ,<1000 , <1000,,<1000 ,<500 , <1000,,<500 ,<500 , <1000,,<500 ,<500 , <1000,,<500 ,<500 , <1000,,<500 ,<500 , <1000,,<500 ,<500 , <1000,,<500 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<500 , <1000,
